learner_id,course_id,quiz_score,engagement_score,content_type
L00432,Ic3dnGy2EeyQuAqyaULE4w,41.6,73.0,
L00432,07aYjGy8EeeB2gpod3ECDg,85.7,78.0,
L00432,1rHRksNuEe2ycxKA_3HFtw,50.6,68.9,
L00433,VkbdUFC2EfCXGQ7_O0Gvvw,75.2,66.3,
L00433,9IdJBEL5Ee2OYAo6HIkidw,52.4,83.1,
L00433,dzIK3wQjEfCSEQ5mmEHERQ,84.5,91.8,
L00433,YXDFz6KXEeWM5RIHOLu8Dw,50.0,96.8,
L00434,HYRp27nLEe2p8w7w8oWO7Q,70.3,39.1,
L00435,SnQ1v7XpEeyKMhIoWCP-uw,84.9,89.3,
L00437,mCHpGhCGEearKQowajWNkQ,70.4,66.2,
L00437,caWGhqp2Ee6wGxK96EWoDQ,95.6,76.2,
L00437,DcXxQaFdEe2cPhLziO0oDw,57.9,96.7,
L00438,wprNVSObEeupMgqOg8JFrw,67.6,85.1,
L00439,XpseBGDgEfCy5w726iKh0Q,76.4,81.5,
L00439,T3mO9VzzEfCulgr_yN0Fgw,63.5,78.6,
L00439,CSr7JtJGEe-wJQr_zK5V5w,77.3,98.3,
L00439,USeaury-EeuzGxLrFW5SVw,83.4,80.3,
L00439,KfZP7TwAEfC0XA4malL3Jw,87.9,71.7,
L00439,_cZqXMu5EeyXUwpScsrZ4Q,92.8,89.5,
L00440,fVOj3WPSEe-kNRKvYx1DyQ,48.3,55.2,
L00440,h054Q6NQEeuDgAowKXa1Bw,52.2,77.8,
L00440,qdvl2rR0Ee2GGAqyWdJs5Q,48.2,83.3,
L00440,fOmOW1VqEe-6ghIy88urSQ,49.1,88.8,
L00440,mXOBuEEkEeWKOBLv1z6n9w,88.9,40.8,
L00440,bOXydh6tEfCgrRIWRVUcaw,45.1,79.0,
L00441,4HAsVJFYEeyw3RKLNRxAsw,6.0,42.9,
L00441,d8fmzSgNEe-5-w5Oo3cSCw,37.9,92.8,
L00441,PwbY8yO4EeupgAoL5Aws9w,2.3,6.4,
L00441,PvS7qunqEe-ccQr_xjRSew,44.5,51.0,
L00441,JUBMxw4dEearKQowajWNkQ,16.5,78.5,
L00441,wob-HxmcEem3qg7Op2Gqng,38.0,48.2,
L00441,2O5AI0zLEfCXGQ7_O0Gvvw,71.4,62.0,
L00441,7kUpf2HOEeyIUg4Qv2RsBQ,70.9,68.5,
L00441,fZAFN9XcEeWFqw71fuUDrw,17.6,0.0,
L00442,nhrngkrYEfC-nhKAhlSEHQ,74.4,35.6,
L00443,oFaHfRrFEfCwdwr_1g1Hsw,77.0,73.6,
L00443,3YChMkJlEfC0sQr_9lgCRw,65.1,69.7,
L00443,nrFo3TBHEeuFYg7AZmoFgw,65.5,58.3,
L00443,rUHfSakHEeeQ3gpuC4Fs_g,85.2,78.8,
L00443,s7IMj5AmEey1ABL9O4vcwQ,76.8,71.2,
L00443,HdwdOA4tEeWuEBJhzy2uFw,82.8,98.8,
L00443,Xshbgi4eEe-YcA77IVc2yQ,81.1,62.4,
L00443,cAT1BYrIEe-Prw4pgRltBQ,81.5,84.8,
L00443,NGAcFkFsEey2HhKRvGWgpQ,92.8,78.5,
L00443,IesqTDHJEey4IRJKBiGcjw,90.4,95.7,
L00443,l1M1yD2GEfCseQ7q_2K0iw,92.4,55.7,
L00443,3nX1blnAEe-6gRJ5RLvfNQ,84.1,66.7,
L00443,cmFRA_AOEeqnMQ47wD6eKQ,52.7,63.4,
L00443,wkxy0z0sEe-9Ig7qA4dB5w,93.9,63.1,
L00443,bhByxWw2Ee-6xRKldbKQ1w,83.2,87.4,
L00444,8QSn29WMEeW_sQqlOUlMew,47.0,72.6,
L00444,169qQQGfEe-knBIDDnXmpw,88.8,87.7,
L00444,-s5u0kaFEeymwhKfXK5sCw,87.0,52.8,
L00444,4mUOG0v8Ee-SdxJ_Axw1wQ,66.4,65.6,
L00444,R64ykaXKEe-syBKvuiDv_w,84.2,78.6,
L00444,jh4YTdysEeSnbSIACyCHUg,70.4,44.7,
L00445,ebRQ7fLtEean7ApB_Olrug,46.7,36.1,
L00445,EZlOpXvtEe-glQr_1x19Iw,38.3,20.4,
L00446,lfp6mFmPEe6T4g5G6GUacQ,78.7,89.6,
L00446,QZjOZF-PEe-vHBLsSjPJnw,78.5,97.8,
L00446,zp4HQZn-Ee6_1grPgn_34w,73.0,85.0,
L00446,gRUEQ0kLEe68aRLfH8OQLw,80.5,92.3,
L00446,0zXUpYKQEeWXJRLCDq5sWw,91.0,79.9,
L00446,ytx4ot_hEeWMnxIxxhnhTw,71.6,85.5,
L00446,RjestpjPEe6Yvg6sv84HSQ,79.0,93.3,
L00447,qPDi7l7EEeicWQ5oPtpuAA,35.1,4.9,
L00447,ylpsX17lEe-iGw7WxeYiYw,52.6,30.1,
L00447,AsNrB7PREeuhvApQ-8cGMw,29.6,61.4,
L00447,IHrTHT_GEfCXXhLR-bLm7w,50.7,54.5,
L00447,m3UzwS1HEeyjtw7aZIoBxw,67.3,58.0,
L00448,qvRrrop-Eey6SRK0kB7ieQ,35.2,33.0,
L00448,MIDd2dAMEe2rlBJ0EVzAmQ,34.7,56.8,
L00448,CY1uqkpEEe-SdxJ_Axw1wQ,57.8,56.5,
L00448,0l99KGTtEeiHHhI_ziov1A,52.7,79.8,
L00448,LD8hNEdxEeaDoBKORUcroQ,33.1,40.9,
L00448,ADQqnUg1Ee--LxKeIkG8pQ,54.6,69.6,
L00448,sGZjHP5VEe-m2BKpUCEabw,35.0,30.7,
L00449,_H9MLve3Ee2OqwqhrYNGhQ,68.7,34.2,
L00450,ckl12qomEe6oQA6J-7B2nw,99.3,62.9,
L00450,XHkJ6EbQEeuZGAr_TcQGiQ,50.3,78.5,
L00452,7VmLV51EEe-RXwr_xU41AQ,47.0,62.4,
L00452,rWgxKFy3Eey28A5X3O2k3Q,72.6,79.4,
L00452,SKOeUY7CEeW2aQ7olstw0Q,78.6,87.7,
L00452,Xj94SAT9EfCd-gr_6GMchQ,47.9,70.1,
L00452,Ox7bNOcVEeyDYwq6z4uKRQ,39.0,78.1,
L00453,7-OlHzcAEeaG4w4uSkT3yQ,59.8,89.8,
L00453,z27B3GC0EeWHVg55pNeHQQ,94.6,82.4,
L00453,Zsi7RakzEeyxDg4ukgkVlw,81.2,72.8,
L00453,Y9AYXMFtEeujJRINb3DSGQ,70.2,91.7,
L00453,1ll5BIJbEeSkLyIAC1OGNA,77.1,98.1,
L00453,MlvQuBuKEfCgrRIWRVUcaw,69.0,75.7,
L00453,NSxhuc9cEeWczg7kSY_tVQ,78.8,99.4,
L00453,owxbIOyuEeeYdQrFGg1gcg,73.7,89.6,
L00453,mpQHyHfUEfCnZhLOkf8VyQ,100.0,77.7,
L00453,9uthHBq9EeWg_RJGAuFGjw,95.8,89.1,
L00454,_84GtM0EEe-kvQr__aqmRQ,50.5,64.9,
L00454,Bd0k08TjEemspAq4WALfCA,41.6,95.0,
L00454,W6ifV2bUEeyIUg4Qv2RsBQ,80.4,77.7,
L00454,3x6ScXLCEfCHNwr_6AsATQ,62.9,76.6,
L00458,nFfwPWIYEe6yuQ41HILERQ,71.6,73.9,
L00458,L7NpG5WFEe6Yvg6sv84HSQ,78.3,83.6,
L00458,zUyBBjnyEeWCYBKNeFwojw,81.5,72.8,
L00458,UDQKCyYKEe6JJAruShrzEQ,81.1,87.3,
L00458,2CEcDKkyEeyjPxJkzIUqCw,76.7,73.4,
L00458,K_FtIpDcEeyw3RKLNRxAsw,91.3,71.5,
L00458,5lYM2hRGEe-zqA6_zzhdJQ,88.0,68.7,
L00459,YXcQSKkwEeyjPxJkzIUqCw,99.8,68.2,
L00459,GkZD_FPmEe6IbQrAzcxKLw,57.8,81.7,
L00459,EId6wlFtEemX4g642wIuAg,41.0,65.1,
L00459,iEOteakqEeyjPxJkzIUqCw,50.1,77.1,
L00459,RbvhmYFFEeyoNA5LwAhmgw,47.2,76.3,
L00459,CvxnisdEEeyduw6ktL3Xvw,84.1,84.3,
L00459,aRS0SUF8EfC0sQr_9lgCRw,62.4,100.0,
L00459,Bqw-iWDUEfC0aBLgb0yDNQ,42.2,32.6,
L00459,IEE-83HuEeWi0g6YoSAL-w,75.0,80.4,
L00459,tPtunCdWEeyxgAr51Gjbpw,72.0,74.3,
L00460,War7v8NuEe2ycxKA_3HFtw,55.2,94.6,
L00460,NdgnVNH-Ee2_vw4ejszVZQ,81.1,77.0,
L00460,4Enr8qBjEeyFDhLpwtOZqw,59.9,83.8,
L00460,6Stmc-1VEeq56QqLzGn7FQ,69.9,77.7,
L00463,PwuZ8rX1EeiOkg6PmoA0qg,58.5,100.0,
L00463,1dRyUBaHEe6AlBLLiwBpXw,85.1,100.0,
L00463,dhdPHn_TEe65-w4YwCY1eQ,99.7,88.2,
L00465,GAZnzRdTEeyZ9BL8TB78QQ,43.5,46.5,
L00465,7XIvBkFpEfC0sQr_9lgCRw,38.1,60.1,
L00465,xI3XrELSEe-CBAr_8TdaMw,75.2,85.4,
L00465,AmKu7FOuEe2dqQpL9HbL3Q,50.7,81.8,
L00465,JrUy5VjKEey2lg5cTaMDSw,82.2,100.0,
L00465,PwO8jgTnEe6J7hLuX7kBgQ,60.4,86.4,
L00465,Px4nj7R0Ee2RFw58751QMQ,86.2,71.6,
L00465,JeLlgicBEeyxgAr51Gjbpw,73.9,68.8,
L00465,2zjJWvVQEee0uQ7YmQ7_mg,78.3,72.3,
L00465,y-ow7FbrEe6T4g5G6GUacQ,91.1,79.3,
L00465,QR_Ewg6cEeuh4g74iCO8Aw,67.0,58.7,
L00466,DAp7MbyfEe-LvhIuPUA7nw,83.2,93.6,
L00466,94jQ-3EnEeWhZxJhllGpHQ,86.5,73.3,
L00466,hESqA3EhEeWIfhKr_WcYsQ,70.4,84.8,
L00466,jaI66FsXEfCsFw6FoIz2Lw,74.1,97.3,
L00466,dGvBDEDxEfClyxI_Dgx85Q,100.0,93.7,
L00466,o7x5NcrEEeqoMgraqyGQyQ,97.1,78.9,
L00467,6c2OAqwjEe-NGg6igj04HQ,60.0,52.0,
L00467,ZEJKJWJKEeuYAhL0scb59w,65.1,41.0,
L00469,neDPaPsxEe-ehwr_ziEUiw,64.8,74.0,
L00469,QhpBdUjXEe-mywr_6bZvLw,80.9,62.8,
L00469,B1NOs0PfEeuVrwrlQzvd6w,64.5,67.1,
L00469,vb_4X_K_EeivbA7_WcxyMg,85.9,68.4,
L00469,S4nU-e0LEey3QAq3Sc1oaw,49.6,78.8,
L00469,lswH0jTZEea1ggpF7DR5sw,81.0,73.7,
L00469,zbAaXaCdEeiB7Q4qzU1p2g,77.1,44.2,
L00469,x6XM7t2HEe-wCRJeqyWoKQ,78.0,51.0,
L00469,vpHxMzIsEe-MmBK4EgZ1qQ,61.5,55.5,
L00470,IFAGCvYDEeiEWhIiTaqYIA,43.5,65.0,
L00470,nSNou7iHEemxSgo5Sox6MA,62.0,74.9,
L00470,GZoPquqYEe-XrBJwYvUhHw,54.4,61.5,
L00470,XiKGp-DYEeqx-gqteejjRw,73.2,61.1,
L00471,pNwYY6kuEeywagovoAKHOQ,29.1,45.1,
L00472,AXxayz5CEeeQDg6xSmfOXg,80.8,57.6,
L00472,kSH1HXbnEfCUqgr_z0SQKQ,95.0,97.9,
L00472,nqarRlIAEeeffgqJyG_Okg,62.2,72.0,
L00472,kRFdpru_EeW6QBIGzzljVw,69.8,80.8,
L00472,mL6ccYTeEfCjQg6tWRrJDQ,83.6,78.6,
L00472,x32l2qkvEeyxDg4ukgkVlw,63.8,58.8,
L00472,BySMWm04EeW8nRIpKnwp7Q,89.3,67.7,
L00472,b2xXFFwvEemRwBKhY0kh3A,87.0,62.4,
L00472,TqwlCWmDEe2x1Q5Rw5UTpQ,77.2,45.3,
L00474,7YL6sFA0Ee-mywr_6bZvLw,44.9,60.5,
L00474,gB1di0iKEfCKLQ4GKuiezQ,53.4,74.7,
L00474,u4HxClEZEeyLIRLL9niz0w,54.8,64.1,
L00474,7FZ77v9xEeucKgqtjqzixw,58.1,93.0,
L00474,tqnTqC97Ee6mDAo3fVlzHw,49.5,83.7,
L00474,WgXS9nDkEe-26RI4cE3yzw,53.5,68.3,
L00474,4FHqtbl8EeupsAq4ot0YUQ,61.6,100.0,
L00474,EZfRlyCsEe6BNQpjxVVR9w,73.1,100.0,
L00474,koPOOn1dEeWKYwric11Hpw,40.3,37.9,
L00474,ZZ17J3_eEe2Mpgp0AbG6VQ,32.5,78.4,
L00474,LNZipyq0Eey4dA6DVmO2QQ,71.0,76.3,
L00476,Jnqjmrn5Ee2MQBLdL5dNQQ,61.1,100.0,
L00476,cQTNbGosEe-o2Qr_2f2M0Q,49.4,47.3,
L00476,Q-04F_odEe-glg6vww23RQ,75.6,83.9,
L00477,9VhqkSO_EeuYSw6LSjHEtw,41.1,90.6,
L00477,9fIBQ5R-EeuychIu0-l95w,30.7,27.9,
L00477,5kZybGSlEeukqwqbfuJnYQ,85.9,58.6,
L00478,4IkBzmPPEe-e0g4kKcdYJQ,86.4,76.1,
L00478,ZNeGqEC2EeWC4g7VhG4bTQ,65.3,60.8,
L00478,gYt6tHFlEeys9RJMWW48Yw,57.4,69.7,
L00478,uY9_vGSmEeukqwqbfuJnYQ,77.3,92.9,
L00478,upELS3lEEfCdeA7VR_Iplw,50.9,89.2,
L00478,YEpLfzRZEe-H2BLw-oHycQ,67.4,62.3,
L00478,O4mu-3x7EeebFhKtvlPomA,91.0,75.7,
L00478,SQXn59qEEeWDoxLpwv6o1Q,82.1,58.4,
L00478,-cN61fhOEe-WoRL0uMzXDQ,84.0,61.6,
L00478,hnkPijYjEe667BIel3Fbqw,70.5,67.5,
L00478,hqM-gFZrEfCsFw6FoIz2Lw,76.9,100.0,
L00478,8EDZbDd_Ee6U4g7a-RyA1w,61.2,79.0,
L00479,x7hOmBaFEe6AlBLLiwBpXw,65.4,94.7,
L00479,Oik17e5sEeutkA6RBhqgvQ,82.3,92.0,
L00479,KSUX7Zh-Eeu10Ao71wup4w,82.0,86.7,
L00479,qJFAYk2DEe6lIQ6Z5EVHQQ,88.5,85.1,
L00479,oGKJqXc8Ee-zFg7heHyXOQ,98.9,98.4,
L00479,4CiKQB-lEeuJVAp0K6wlEw,87.4,80.9,
L00479,bNfKJYcIEemsaArI-0TJTA,93.3,86.5,
L00479,Mue2M1z0EeWqJhKypiGv4w,99.9,100.0,
L00480,RIma_myvEe-Quwr_1ABTmQ,41.8,71.3,
L00480,-mWRmvBoEe-JQhJp-zb3DQ,64.8,67.7,
L00480,kY5YVcmREe6ZNA73mnHk1w,73.5,81.7,
L00480,OBXvF-KGEe2dBg70uMCUbw,65.0,66.6,
L00480,3Q3zj3s6EeqcdQ6VdPgifQ,65.0,68.2,
L00480,86vP0CO4EeupgAoL5Aws9w,42.3,74.4,
L00480,_fCbvJ93EeqqJAp816HATQ,71.3,36.8,
L00481,Y5ibViS4EeuivA7R590UPw,65.6,83.4,
L00481,xzdO1vk6EeixrBIhC1yZtA,94.6,81.5,
L00481,wYLPFaCREeyUAw55EDxhQQ,72.0,86.8,
L00481,izZ1TqJQEe-WRAr_yfFc2w,81.5,98.2,
L00481,xy43mSbyEe68bBLHU5PBpw,91.8,81.6,
L00481,k171AMxtEe-Zdw7YKlLSWQ,100.0,90.9,
L00481,_o2ptFUOEeiN5g6qr8gNVg,100.0,85.7,
L00482,S7vrw7inEe6jXQ7DOFLcow,58.9,89.8,
L00482,t_tXHuuGEeyLcA5hHZ0Uxw,59.9,69.3,
L00482,J_dQiWBkEe-sMAr_0JE2tw,74.4,72.2,
L00482,mACxWzK7Ee-YcA77IVc2yQ,75.5,68.3,
L00482,OG6ezsdEEey3GgqQBm7DaQ,94.9,63.6,
L00482,he6aoSQXEfChkRLiydouaQ,87.0,80.7,
L00482,oQrDBkwiEe6XUQp7mwOjCw,84.4,94.7,
L00482,86Us9ue2EeS8JiIACsuR3w,100.0,95.5,
L00482,H4BoRfZ6EeW_Fg5kRHBRWw,71.9,84.9,
L00482,8xY8KUbdEey7lA4KBiJhDQ,92.8,91.8,
L00483,j1jVFa0XEe2fwxIAdw5Cyw,68.1,78.3,
L00483,7dtPpZz9EeWoKRLkmmHLTQ,75.1,78.8,
L00483,O3t8LFdfEeufpw6SmrNCpQ,76.9,89.2,
L00484,d1d6BnmpEe-cBRK_mZB3Bw,24.2,53.5,
L00484,IoVkGBpLEe2yDw48xzb9Sw,65.5,55.1,
L00484,-6EEg0s4Ee-4ug4_QNLLSQ,54.1,77.4,
L00486,hTuhmakuEeyxDg4ukgkVlw,45.9,100.0,
L00486,1rfcpk6HEe-kZxJDN3LY9w,69.5,82.7,
L00486,HN2PYW7MEe6t-xLdBqogtw,90.6,74.8,
L00486,5FV7qaYEEeyjPxJkzIUqCw,69.6,70.8,
L00486,GcDufEY1Ee-_Zwr_8MK9PQ,70.6,80.5,
L00486,wnAOwYaIEeupiwq8Pcj9Mw,79.2,66.2,
L00486,skdmET5OEfCXXhLR-bLm7w,79.6,85.6,
L00486,lVrbSnKzEeWIfhKr_WcYsQ,85.5,80.4,
L00486,FuHL-RuOEeSduyIAC0iV4g,80.9,100.0,
L00486,h5dcezicEeyZlQoNyXy15Q,87.9,97.4,
L00486,98ToAjCQEeeUJAp8qPNzqg,94.4,90.4,
L00487,ciNPtDTPEeagOA7KA9ciIQ,66.2,25.6,
L00487,XmkME7uNEe-LvhIuPUA7nw,56.7,56.1,
L00487,osHxZ4IDEeWk1xIKj2p3VQ,40.4,30.1,
L00487,sMZOkBbmEe-wMBKBTaeGdQ,29.6,59.5,
L00487,SQ7nmWd2Ee-ZVAr_5CUYPw,72.1,55.9,
L00487,a--THmGrEfCy5w726iKh0Q,27.2,55.1,
L00488,QjtPviMkEeuljgqEX1W9tw,73.7,82.6,
L00488,g43RAEjUEe6bwhKne0YKlQ,57.6,81.7,
L00488,uM-DG6JfEeiy2Q7BSkinhg,76.6,85.1,
L00488,DVJAVLmTEe-Xow4gBs9Frw,94.6,85.3,
L00488,7k8xndPtEeyBrQ7e8kzA9w,76.9,78.7,
L00488,JpE3SBNgEemcAg7ufP1HIg,64.6,76.2,
L00488,HUmDHta-EeyVeQ7wssTYLQ,95.8,70.7,
L00488,9eCUdfR9Ee-iuhIbetE9yw,80.0,95.7,
L00489,JCuEgHXbEemytwpxUXSvxA,24.4,52.4,
L00490,CS4rSVf1EfCekhJDthqyWw,68.9,53.6,
L00490,jPTLqmaCEfCk8Q6sBlKY6w,83.7,85.6,
L00490,lK2M5JBIEe2T_w6-DJteRQ,53.0,59.9,
L00490,B5Z7Qq5rEe6t1hK96EWoDQ,41.0,67.2,
L00490,US8zbXajEfC1jRJm2R_Okw,56.5,81.3,
L00490,kaSGSTNjEeyTERK47a9PLQ,56.3,96.3,
L00490,x7NM9xKNEe-r_Ar_6dbL9Q,88.8,61.3,
L00490,XdQwhCQcEeapkBKJ0Y_FqQ,80.9,82.9,
L00490,yeqeM2EfEe2obAqRvlwFGQ,63.3,71.2,
L00490,VpIZgW4lEeenOwpmZ1LH1g,77.3,74.0,
L00490,QhzFjY9QEeyM0xL-J-M65Q,80.8,73.6,
L00490,3YChMkJlEfC0sQr_9lgCRw,82.8,75.7,
L00490,KY8kQ0oVEe-SdxJ_Axw1wQ,100.0,88.9,
L00491,MY7z-jsrEfC3HAr_0KfBDw,40.0,11.2,
L00491,KSyXrDyUEfCvexL6Zx2PNQ,26.7,4.2,
L00491,RaPaWSeOEe-_Bw7l9wp8FQ,30.8,48.6,
L00493,aSIgwuqMEe-N6gr_8hZ8yw,74.9,80.1,
L00493,fNwx2ttQEeWcBg435JRSdw,58.6,87.0,
L00493,hkzBbkoiEee4pw7hxA2o1A,56.0,67.0,
L00493,3AZoVQu8EfC_-w572D3gsw,65.3,69.6,
L00493,7bzfukGBEfC6-g6hfV5HWQ,68.0,78.1,
L00493,8xw6OO--Eeu8Fwo3Sa_Z7Q,47.8,96.9,
L00493,55zNvUoQEe-LJA6-o-C_Pw,98.5,80.5,
L00493,OF5avE4bEea4vhJIkIeSTQ,66.6,71.4,
L00493,nCKpJFlWEe2Zywo4y6PSnw,62.7,84.9,
L00493,oUgVwgyOEe-knBIDDnXmpw,83.4,76.8,
L00493,JoceZ1ceEfCekhJDthqyWw,78.9,97.9,
L00494,f3aj91dgEeqQsxLDzNkxQw,41.7,70.8,
L00494,qmJLQI9AEey5lwo7UxmUJw,80.6,74.8,
L00494,D3jOPlfkEe-AghIW6BA6rQ,57.5,92.4,
L00495,ix6p0FfOEeWT8xIUiEQHHQ,46.6,68.3,
L00495,3tVAmgWcEfCd-gr_6GMchQ,36.2,54.5,
L00496,S7vxm8qVEe65Mwqc6CotZw,53.0,80.7,
L00496,EzQ8HmeOEeyQuAqyaULE4w,77.4,68.2,
L00496,Gbmh9afnEei6dQ6cCLo47A,66.5,90.6,
L00496,54d6oakxEeyjPxJkzIUqCw,72.9,68.9,
L00496,9-AHY1C5Ee64tg6J1LAJQQ,83.2,84.1,
L00496,akAbP2t_EfCNmBLKjrx-sw,65.0,86.9,
L00496,FfsG21ZfEfCsFw6FoIz2Lw,68.5,76.1,
L00496,j4ObPGl5Ee6vIRJJdXRzxQ,92.3,79.4,
L00496,HXlmf0E1Eey2HhKRvGWgpQ,77.3,77.9,
L00496,MzsOlyp0EeaP6w5GAwccDw,92.6,78.8,
L00497,kT-k3TqkEfCGRg44G5OASw,66.5,82.1,
L00497,jGnxH4g1EeyQRQqtYNB9JQ,80.5,80.3,
L00497,x14RsvYvEe2Z7g75q5N-SQ,80.0,71.6,
L00498,6K8l2CwFEeaU1xK12iolBQ,60.5,38.8,
L00498,uEbHgX2ZEfCqeAr_81deDw,80.9,23.4,
L00498,Y10kxs3CEeu1Ewp6RcNw3w,69.4,47.4,
L00499,VndDHlW2Ee-Hewr_7yl6ww,77.8,61.2,
L00501,qWNpBdSpEe6EexKZmslsWw,83.5,97.3,
L00501,oiqJuXMFEeys9RJMWW48Yw,81.1,98.8,
L00501,akLhDh02Eeyguw70hCEltQ,70.9,90.8,
L00501,Q20v9ZmCEeyKjw6sSspoXw,93.5,84.4,
L00502,uen1K6kuEeyjPxJkzIUqCw,48.7,79.6,
L00502,n2zunIlgEeWSMw6QLoDNsQ,61.2,66.4,
L00502,wRntt3_FEe2Mpgp0AbG6VQ,47.0,70.9,
L00503,wrgPiPVOEe2fnxIInyWU6Q,80.0,74.0,
L00503,Jk0xds3AEeu0KQ5V9fFcUQ,93.4,79.1,
L00503,ttA3QVfJEeWT8xIUiEQHHQ,61.8,85.6,
L00503,iVEqHMNuEe2vvwrfHtPnJQ,82.7,81.4,
L00504,CqhJlo89EeufWxJF99y4DQ,35.8,33.1,
L00505,buSisSfqEeuAVg6ceWvsMw,52.1,68.0,
L00505,iDMYQbabEe633hLyyfBA1Q,65.3,64.3,
L00505,nnd5lshWEeSA1yIACye2oA,66.3,73.5,
L00505,EV92yeSvEeq6ywpLJlAd5w,57.0,96.8,
L00505,CzBn6QBBEe6Saw6X32yGyQ,63.4,49.0,
L00505,YfNZHLRzEe2GGAqyWdJs5Q,90.1,100.0,
L00505,X-H72GPEEe-D_Qr_6kpdRQ,71.0,47.8,
L00505,VG84DgiGEfC6EhJcncb--Q,89.2,85.2,
L00505,7JCexdg9Ee-bwhITEGGo8Q,88.2,81.1,
L00505,fuBVXphBEeyAAhIwfadRUw,57.0,65.2,
L00505,r2017VrTEemLEw4J_47EwA,72.5,62.3,
L00505,qJMYDUB3EeubjBLrNuW6iQ,67.3,71.8,
L00505,cU18oNKJEe6PnQom9vUvGw,77.2,36.6,
L00505,tqnTqC97Ee6mDAo3fVlzHw,76.2,90.7,
L00506,z0NyA1WBEe6LNQozLvWLEw,24.8,38.7,
L00506,Ux2WtmBXEemE2Q6eJy4pcg,18.9,50.4,
L00506,n9BNaKZ-EeqOag5avgxWYQ,27.9,40.5,
L00506,Ub6z4txiEeu-EQpycSBBow,100.0,63.3,
L00507,a0DHeEyrEe6sKRKbt-9kcQ,70.8,61.7,
L00507,bjqTSjZ4Eeu6OhIan9t_8Q,56.2,100.0,
L00507,zO_GZnOREeuBTg7vUdMe9w,74.2,73.1,
L00508,NR8ltpkkEe6AFxJXMEb-hw,41.4,100.0,
L00508,_cJKmEwqEe6pFg5BQAqraQ,47.4,66.2,
L00508,6QU87foQEe-ehwr_ziEUiw,76.1,70.0,
L00508,rZMw5aDJEe-3hg4qgegfwQ,45.6,49.0,
L00508,BiSAp-NsEeq9fgo2haAwUQ,80.9,58.1,
L00511,UdSGujglEeuoUwp4d_HSaQ,62.5,88.4,
L00511,PhdWsw0xEe-SXg6EFTZuww,69.1,81.6,
L00511,y-ow7FbrEe6T4g5G6GUacQ,66.4,86.2,
L00511,5OuDwVTSEe-05xIxqY4kRQ,86.8,76.1,
L00511,8LSYdqWJEeiMTA7YCiPMSg,81.4,84.6,
L00511,lFTTt_gKEeqbaxLwKNQgZQ,91.8,82.5,
L00511,D6jfa8tYEe6SjxKHxThXWw,91.1,85.7,
L00511,Q2GZIVZ0EfCekhJDthqyWw,100.0,81.2,
L00511,V_MwPXxREeeo9AoHTbC3Wg,99.1,81.5,
L00511,4CiKQB-lEeuJVAp0K6wlEw,100.0,95.3,
L00514,x7yH3x_REeyP7gojjJdnpw,16.3,20.2,
L00515,FDn0FQaDEfC8aAr_0V4I2Q,91.7,52.6,
L00517,ROHM4G0aEe6tnQrK3yNnuQ,71.6,91.3,
L00517,ujj_dLNdEeuUgRLoWReItw,97.0,92.3,
L00518,bkM_lRGtEe-zqA6_zzhdJQ,98.7,100.0,
L00518,uYPONw9REeeYSwoRrxflRA,77.4,85.4,
L00518,xW6tfUoYEe-LJA6-o-C_Pw,62.8,83.9,
L00521,vIToGEYcEe-xRA6omnSgfQ,41.0,30.7,
L00521,0WeoUtsxEeWs3gqqmBF9eQ,28.5,69.8,
L00521,G-TK2OyhEeq0QxINTTXy2Q,13.2,53.6,
L00521,jD7LLwWqEfCSEQ5mmEHERQ,0.0,34.8,
L00521,FCHueHohEeypTA58nJ4pKw,0.0,37.2,
L00521,obblkCSBEemmngrmH4Mypg,81.8,34.8,
L00521,9_USMOe4EeWKRxKwtxIxgw,0.0,41.9,
L00521,Xf5RwBZZEeqQxBIMtkfCAw,2.8,33.8,
L00523,ehoX4WDMEe-6tBIsSHnkVQ,42.6,48.9,
L00524,5IB0h0aKEfCKLQ4GKuiezQ,45.8,93.0,
L00525,LzOBsWu1Eey8hhKeIHAE5Q,41.7,75.1,
L00525,BvhI5eJkEeWr4g7T_DyXNw,64.7,57.8,
L00525,kYTpB-MyEe2dBg70uMCUbw,70.7,86.1,
L00526,HACmPTsCEeuFQwq57XQfLw,43.2,57.8,
L00526,pwi8M3xTEeynSxJpnIcphQ,53.2,48.4,
L00526,rhI6rXEFEe-CUA7-5BJkaw,36.6,57.0,
L00526,vk7eAVXFEeuhCA5K4_4e8w,50.5,55.1,
L00526,d8XENpAiEeyYbAqQh-YaNw,49.8,59.8,
L00528,JpkxGpq1EeW5DwqxkAwIMQ,97.0,80.2,
L00528,98qwbf9ZEeuRCQ5nvRqgMw,72.7,80.4,
L00528,NmI2qUFfEfClyxI_Dgx85Q,66.1,77.0,
L00528,Fx28qoioEeu1URJQPhUElQ,80.3,67.2,
L00529,QkKw8hNrEe-zqA6_zzhdJQ,45.6,88.4,
L00529,oPaAXFvdEemmqxJnu16Qrg,52.2,76.5,
L00529,r8yyGxQvEe6EMAp7EmigOQ,70.1,37.0,
L00529,P-8glx-qEeyKNQ6kzrQ19w,51.0,63.6,
L00530,xh9mF_VQEe-jCgr_wH8PfQ,64.4,35.1,
L00530,1xnqJfDEEe6gPxJK4ChNFw,100.0,46.2,
L00530,zcWCXlqYEeWp_Q4LJzeiiQ,62.0,42.6,
